methodName,time
appendSignedDecimal(Lorg/joda/time/DateTimeFieldType;II)Lorg/joda/time/format/DateTimeFormatterBuilder;,204
processConfiguration(Lcom/github/dandelion/datatables/core/html/HtmlColumn;Lcom/github/dandelion/datatables/core/html/HtmlTable;)V,4266
nextTransition(J)J,853075738
get(Ljavax/servlet/ServletRequest;)Lcom/github/dandelion/core/web/AssetRequestContext;,388898
get(Ljava/lang/Object;)Ljava/lang/Object;,4938005863
doEndTag()I,93773814
getInfo(J)Lorg/joda/time/tz/CachedDateTimeZone$Info;,1263007856
getHtmlClosingTag()Ljava/lang/StringBuilder;,125618
compareTo(Lorg/joda/time/DurationField;)I,916
withZone(Lorg/joda/time/DateTimeZone;)Lorg/joda/time/Chronology;,2340406498
resolveGroups(Ljava/util/Locale;)Ljava/util/Set;,18456
<init>(Ljavax/servlet/http/HttpServletRequest;Lcom/github/dandelion/core/Context;)V,40125806
currentTimeMillis()J,277534460
print(Lorg/joda/time/ReadableInstant;)Ljava/lang/String;,2830658
toNonNullValue(Lorg/joda/time/DateTime;)Ljava/sql/Timestamp;,1128
transformAsset(Lcom/github/dandelion/core/asset/Asset;)Lcom/github/dandelion/core/html/HtmlTag;,6796
resolveGroupsForLocale(Ljava/util/Locale;Ljavax/servlet/http/HttpServletRequest;)V,568942
getCssAssetStorageUnitNames()Ljava/util/Set;,15095
doStartTag()I,764799
processIteration()I,52942
compareTo(Lorg/joda/time/format/DateTimeParserBucket$SavedField;)I,11480
clear()V,970
getContent(Ljavax/servlet/http/HttpServletRequest;)Ljava/lang/String;,16096
<init>(Ljava/lang/String;Lcom/github/dandelion/datatables/core/configuration/TableConfiguration;Ljavax/servlet/http/HttpServletRequest;)V,1080
doProcess()V,125881
registerCustomExtensions(Lcom/github/dandelion/datatables/core/html/HtmlTable;)V,3498
excludeCss(Ljava/util/Collection;)Lcom/github/dandelion/core/web/AssetRequestContext;,9979
put(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,13425591
writeJSONString(Ljava/lang/Object;Ljava/io/Writer;)V,439628
applyConfiguration(Lorg/hibernate/SessionFactory;)V,31851927551
getCurrentUrl(Ljavax/servlet/http/HttpServletRequest;Z)Ljava/lang/StringBuilder;,8874
nullSafeGet(Ljava/sql/ResultSet;Ljava/lang/String;Lorg/hibernate/engine/spi/SessionImplementor;Ljava/lang/Object;)Ljava/lang/Object;,7951337432
appendDecimal(Lorg/joda/time/DateTimeFieldType;II)Lorg/joda/time/format/DateTimeFormatterBuilder;,238
isParser(Ljava/lang/Object;)Z,11
excludeBundles(Ljava/util/Collection;)Lcom/github/dandelion/core/web/AssetRequestContext;,13692
valueFrom(Lcom/github/dandelion/datatables/core/configuration/TableConfiguration;)Ljava/lang/Object;,16536
appendToAfterStartDocumentReady(Lcom/github/dandelion/datatables/core/asset/JsResource;)V,450
getAssets(Ljava/lang/String;)Ljava/util/Set;,415512
<init>(Ljava/lang/String;Ljava/lang/Object;Lcom/github/dandelion/datatables/core/asset/Parameter$Mode;)V,1343
setupWrapper(Lcom/github/dandelion/datatables/core/html/HtmlTable;)V,92950
getHibernateType()Lorg/jadira/usertype/spi/shared/DstSafeTimestampType;,12185721756
get(J)I,36241720501
isContextRelative(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;)Z,1001
setup(Lcom/github/dandelion/datatables/core/html/HtmlTable;)V,103646
getDateTimeZone(Ljavax/servlet/jsp/PageContext;Ljavax/servlet/jsp/tagext/Tag;)Lorg/joda/time/DateTimeZone;,46949968
addBundles(Ljava/util/Collection;)Lcom/github/dandelion/core/web/AssetRequestContext;,17930
getBundle(Ljava/lang/String;Ljava/util/Locale;Ljava/util/ResourceBundle$Control;)Ljava/util/ResourceBundle;,1014774
equals(Ljava/lang/Object;)Z,41608
writeJSONString(Ljava/util/List;Ljava/io/Writer;)V,94862
<init>(JLorg/joda/time/Chronology;)V,51460062966
doBind(Ljava/sql/PreparedStatement;Ljava/lang/Object;ILorg/hibernate/type/descriptor/WrapperOptions;)V,32067
addParameter(Lcom/github/dandelion/datatables/core/asset/Parameter;)V,1716
sort(Lcom/github/dandelion/core/storage/BundleStorageUnit;)Ljava/util/List;,186069
getHtmlFooter()Ljava/lang/StringBuilder;,1210
getFormattingLocale(Ljavax/servlet/jsp/PageContext;Ljavax/servlet/jsp/tagext/Tag;Z[Ljava/util/Locale;)Ljava/util/Locale;,275520
getFormatter()Ljava/lang/Object;,1364
getInstantChronology(Lorg/joda/time/ReadableInstant;)Lorg/joda/time/Chronology;,10732
isRelevant(Ljavax/servlet/http/HttpServletRequest;Lcom/github/dandelion/core/web/ByteArrayResponseWrapper;)Z,32115
updateEntry(Ljava/lang/Object;)V,1573
getDayOfMonth(JI)I,19968
generateI18nConfiguration(Ljava/util/Map;Lcom/github/dandelion/datatables/core/configuration/TableConfiguration;)V,2860
writeIndentation()V,8806
getDayOfMonth(J)I,313505
addResource(Lcom/github/dandelion/datatables/core/asset/JsResource;)V,10737
attributesOnlyNameToHtml()Ljava/lang/String;,1488
newBundle(Ljava/lang/String;Ljava/util/Locale;Ljava/lang/String;Ljava/lang/ClassLoader;Z)Ljava/util/ResourceBundle;,944594
setCssClass(Ljava/lang/String;)V,420
storeAssetContent(Ljava/lang/String;Ljava/lang/String;)V,15386
getSubClassesInPackage(Ljava/lang/String;Ljava/lang/Class;)Ljava/util/List;,13456940
isPrinter(Ljava/lang/Object;)Z,44
writeJSONString(Ljava/util/Map;Ljava/io/Writer;)V,287049
<init>(Lcom/github/dandelion/core/web/ByteArrayResponseWrapper;Ljava/io/ByteArrayOutputStream;)V,18911
<init>(Ljava/util/Collection;)V,25466
addAll(Ljava/util/Collection;)Z,12069
appendToAfterAll(Lcom/github/dandelion/datatables/core/asset/JsResource;)V,390
getParameters(Ljava/lang/String;)Ljava/util/Map;,2169
setCurrentSessionFactory(Lorg/hibernate/SessionFactory;)V,1607138704
<init>(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;Ljava/lang/String;Ljava/util/Map;)V,809016
appendPaddedInteger(Ljava/lang/Appendable;II)V,86135
getBundles(Z)[Ljava/lang/String;,57436
setDayOfMonth(Lorg/joda/time/Chronology;J)J,43296
addBundle(Lcom/github/dandelion/datatables/core/configuration/DatatableBundles;)V,34095
<init>(Ljava/lang/String;Ljava/lang/Object;)V,13448
generateAjaxConfiguration(Ljava/util/Map;Lcom/github/dandelion/datatables/core/configuration/TableConfiguration;)V,2391
<init>(Ljavax/servlet/http/HttpServletResponse;)V,31455935
replace(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,3186
add(JI)J,25315
getExcludedJs()[Ljava/lang/String;,25450
addDomHeaderColumn(Ljava/lang/String;)V,76922
setPageable(Z)V,721
loadUserConfiguration(Ljava/util/Locale;)Ljava/util/Properties;,1040308
getTotalMillisByYearMonth(II)J,1558822231
escape(ZLjava/lang/String;)Ljava/lang/String;,9510
getContent(Lcom/github/dandelion/core/storage/AssetStorageUnit;Ljavax/servlet/http/HttpServletRequest;)Ljava/lang/String;,37838
getLastHeaderRow()Lcom/github/dandelion/datatables/core/html/HtmlRow;,2529
isFirstIteration()Z,11351
roundFloor(J)J,7770
generateMiscConfiguration(Ljava/util/Map;Lcom/github/dandelion/datatables/core/configuration/TableConfiguration;)V,6861
toHtml()Ljava/lang/String;,8491
newInstance()Ljava/lang/Object;,87650
parseDateTime(Ljava/lang/String;)Lorg/joda/time/DateTime;,271170
getYearMonthDayMillis(III)J,4572316682
valueOf(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Enum;,1104
process(Ljava/util/Collection;)V,91520
parseToken(Ljava/lang/String;[I)Ljava/lang/String;,693
getChronology(Lorg/joda/time/Chronology;)Lorg/joda/time/Chronology;,5320
appendVariables(Lcom/github/dandelion/datatables/core/asset/JsResource;)V,4870
<init>(JLorg/joda/time/Chronology;Ljava/util/Locale;Ljava/lang/Integer;I)V,9107
getDynamicHtmlAttributes()Ljava/lang/StringBuilder;,10165
setDayOfWeek(Lorg/joda/time/Chronology;J)J,114075507
performDatabaseZoneConfiguration(Lorg/jadira/usertype/spi/shared/DatabaseZoneConfigured;)V,3745260992
resolveLocale(Ljavax/servlet/http/HttpServletRequest;)Ljava/util/Locale;,1122
compareTo(Ljava/lang/Object;)I,30971
<init>(Lcom/github/dandelion/core/web/ByteArrayResponseWrapper;Ljava/io/ByteArrayOutputStream;Lcom/github/dandelion/core/web/ByteArrayResponseWrapper$1;)V,34440
process(Ljava/util/Set;Ljavax/servlet/http/HttpServletRequest;)Ljava/util/Set;,19228
getMessageResolver(Ljavax/servlet/http/HttpServletRequest;)Lcom/github/dandelion/datatables/core/i18n/MessageResolver;,424431
getHtmlOpeningTag()Ljava/lang/StringBuilder;,167023
generateFeatureEnablementConfiguration(Ljava/util/Map;Lcom/github/dandelion/datatables/core/configuration/TableConfiguration;)V,4347
applyConfiguration(Ljava/util/Map;Ljava/util/Map;Lcom/github/dandelion/datatables/core/html/HtmlColumn;)V,4194
excludeBundles([Ljava/lang/String;)Lcom/github/dandelion/core/web/AssetRequestContext;,6412
excludeBundles(Ljava/lang/String;)Lcom/github/dandelion/core/web/AssetRequestContext;,12272
convertUTCToLocal(J)J,14333083126
parsePatternTo(Lorg/joda/time/format/DateTimeFormatterBuilder;Ljava/lang/String;)V,2320
excludeJs(Ljava/util/Collection;)Lcom/github/dandelion/core/web/AssetRequestContext;,11601
addRow()Lcom/github/dandelion/datatables/core/html/HtmlRow;,11100
findClasses(Ljava/lang/String;Ljava/lang/String;)Ljava/util/TreeSet;,13018485
filtersByNameAndType(Ljava/util/Set;[Ljava/lang/String;Lcom/github/dandelion/core/asset/AssetType;)Ljava/util/Set;,34031
appendYear(II)Lorg/joda/time/format/DateTimeFormatterBuilder;,330
appendToBeforeEndDocumentReady(Lcom/github/dandelion/datatables/core/asset/JsResource;)V,450
compareReverse(Lorg/joda/time/DurationField;Lorg/joda/time/DurationField;)I,7235
injectIntoMainJsFile(Lcom/github/dandelion/datatables/core/extension/Extension;)V,4719
getLocation(Lcom/github/dandelion/core/storage/AssetStorageUnit;Ljavax/servlet/http/HttpServletRequest;)Ljava/lang/String;,37989
storeContent(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,6120
setYear(JI)J,14706821140
set(JI)J,55386372711
forName(Ljava/lang/String;)Ljava/lang/Class;,120885
generateScrollingConfiguration(Ljava/util/Map;Lcom/github/dandelion/datatables/core/configuration/TableConfiguration;)V,4100
addHeaderRow()Lcom/github/dandelion/datatables/core/html/HtmlRow;,17218
scanForExtensions(Ljava/lang/String;)Ljava/util/List;,12584689
isNotBlank(Ljava/lang/String;)Z,39635
setDayOfMonthNext(Lorg/joda/time/Chronology;J)J,50511
write(I)V,200888
doGetContent(Ljava/lang/String;Ljava/util/Map;Ljavax/servlet/http/HttpServletRequest;)Ljava/lang/String;,14966
getMonthOfYear(J)I,182174
appendLiteral(C)Lorg/joda/time/format/DateTimeFormatterBuilder;,169
getNewInstance(Ljava/lang/Class;)Ljava/lang/Object;,804
isLeaf()Z,4116
getField(Lorg/joda/time/Chronology;)Lorg/joda/time/DurationField;,846
getJsAssetStorageUnitNames()Ljava/util/Set;,19334
<init>(Lorg/joda/time/DateTimeFieldType;IZI)V,104
mapToAssets(Ljava/util/Set;)Ljava/util/Set;,320008
valueFrom(Lcom/github/dandelion/datatables/core/html/HtmlTable;)Ljava/lang/Object;,13270
saveField(Lorg/joda/time/DateTimeFieldType;I)V,10521
doGetLocation(Lcom/github/dandelion/core/storage/AssetStorageUnit;Ljavax/servlet/http/HttpServletRequest;)Ljava/lang/String;,6335
decompose(Ljava/util/List;Ljava/util/List;Ljava/util/List;)V,364
printTo(Ljava/lang/Appendable;JLorg/joda/time/Chronology;)V,2242225
doApplyConfiguration()V,15772172280
writeAttribute(Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/StringBuilder;,73124
createInfo(J)Lorg/joda/time/tz/CachedDateTimeZone$Info;,521607948
formalize(Ljava/lang/String;)Ljava/lang/String;,459
doFilter(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;)V,272560025903
doNullSafeSet(Ljava/sql/PreparedStatement;Ljava/lang/Object;ILorg/hibernate/engine/spi/SessionImplementor;)V,116229
getInstance()Lorg/joda/time/chrono/ISOChronology;,7129140635
generateWebResources()Lcom/github/dandelion/datatables/core/asset/JsResource;,9166014
set(JZ)J,79443
getDaysInYearMonth(II)I,861
getConfigurationLoader()Lcom/github/dandelion/datatables/core/configuration/ConfigurationLoader;,41952
registerBuiltInExtensions(Lcom/github/dandelion/datatables/core/html/HtmlTable;)V,10657977
getContent(Ljava/lang/String;)Ljava/lang/String;,6570
storeRequestAssets(Ljava/lang/String;Ljava/util/Set;)V,21207905
scanForExtensions([Ljava/lang/String;)Ljava/util/List;,11622612
valueFrom(Lcom/github/dandelion/datatables/core/configuration/ColumnConfiguration;)Ljava/lang/Object;,17548
getInstance(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljava/lang/String;)Lcom/github/dandelion/datatables/core/configuration/TableConfiguration;,873855
getYear(J)I,14128484902
addParameter(Ljava/lang/String;Ljava/lang/Object;)V,23700
getRequestAssets(Ljava/lang/String;)Ljava/util/Set;,379994
escape(Ljava/lang/String;Ljava/lang/StringBuffer;)V,58840
computeMillis(ZLjava/lang/String;)J,148652
nullSafeGet(Ljava/sql/ResultSet;[Ljava/lang/String;Lorg/hibernate/engine/spi/SessionImplementor;Ljava/lang/Object;)Ljava/lang/Object;,66836118186
<init>(Ljava/lang/String;)V,1732
createFormatterForPattern(Ljava/lang/String;)Lorg/joda/time/format/DateTimeFormatter;,34467
<clinit>()V,322698
appendToBeforeAll(Lcom/github/dandelion/datatables/core/asset/JsResource;)V,650
getProperty(Ljava/lang/String;)Ljava/lang/String;,6820574310
doNullSafeGet(Ljava/sql/ResultSet;[Ljava/lang/String;Lorg/hibernate/engine/spi/SessionImplementor;Ljava/lang/Object;)Ljava/lang/Object;,18129322190
getDayOfYear(JI)I,2547966323
isDevModeEnabled()Z,78999
bundlesFor(Ljava/lang/String;)Ljava/util/Set;,220121
isNumericToken(Ljava/lang/String;)Z,22
excludeJs([Ljava/lang/String;)Lcom/github/dandelion/core/asset/AssetQuery;,12412
dfsVisit(Lcom/github/dandelion/core/storage/BundleStorageUnit;Ljava/util/Map;Ljava/util/List;)V,328812
getPrototype(Ljavax/servlet/http/HttpServletRequest;Ljava/lang/String;)Lcom/github/dandelion/datatables/core/configuration/TableConfiguration;,955870
generateSha1(Ljava/lang/String;Z)Ljava/lang/String;,34412
isTableBeingExported(Ljavax/servlet/ServletRequest;Lcom/github/dandelion/datatables/core/html/HtmlTable;)Ljava/lang/Boolean;,1440
<init>(Ljava/lang/String;I)V,604
hashCode()I,5721001070
getHtmlHeader()Ljava/lang/StringBuilder;,62108
getLastBodyRow()Lcom/github/dandelion/datatables/core/html/HtmlRow;,3249
getInstantMillis(Lorg/joda/time/ReadableInstant;)J,17131
setInfo(Z)V,616
toFormatter()Lorg/joda/time/format/DateTimeFormatter;,1790
collectJsToExclude()[Ljava/lang/String;,320061
appendToBeforeStartDocumentReady(Lcom/github/dandelion/datatables/core/asset/JsResource;)V,1130
setHeaderColumn(Ljava/lang/Boolean;)V,3897
isNotVisited(Lcom/github/dandelion/core/storage/BundleStorageUnit;Ljava/util/Map;)Z,65598
addBundle(Ljava/lang/String;)Lcom/github/dandelion/core/web/AssetRequestContext;,3507
<init>(Ljava/lang/String;ILjava/lang/String;)V,598
<init>(Ljava/util/Map;Lcom/github/dandelion/datatables/core/i18n/MessageResolver;Ljavax/servlet/http/HttpServletRequest;)V,3223
getLocalizationContext(Ljavax/servlet/jsp/PageContext;)Ljavax/servlet/jsp/jstl/fmt/LocalizationContext;,39870
loadExtensions(Lcom/github/dandelion/datatables/core/asset/JsResource;Ljava/util/Map;)V,9818100
equals(Ljava/lang/Object;Ljava/lang/Object;)Z,38346
collectCssToExclude()[Ljava/lang/String;,240192
getHtmlBody()Ljava/lang/StringBuilder;,297560
getColumns([Ljava/lang/String;)Ljava/util/List;,5286
storeAssets(Ljava/lang/String;Ljava/util/Set;)Ljava/util/Set;,25370136
getParameterValue(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/Object;,1476
getRowId()Ljava/lang/String;,10164
generateColumnConfiguration(Ljava/util/Map;Lcom/github/dandelion/datatables/core/html/HtmlTable;Lcom/github/dandelion/datatables/core/configuration/TableConfiguration;)V,51880
generateConfig(Lcom/github/dandelion/datatables/core/html/HtmlTable;)Ljava/util/Map;,67650
findMatchingRecurrence(J)Lorg/joda/time/tz/DateTimeZoneBuilder$Recurrence;,63423
resolveConfigurations(Ljava/util/Map;Ljava/util/Locale;Ljavax/servlet/http/HttpServletRequest;)V,92220
selectChronology(Lorg/joda/time/Chronology;)Lorg/joda/time/Chronology;,23963
getRangeDurationField()Lorg/joda/time/DurationField;,726
appendToDocumentReady(Lcom/github/dandelion/datatables/core/asset/JsResource;)V,2550
mediumDateTime()Lorg/joda/time/format/DateTimeFormatter;,138
setTheme(Ljava/lang/String;)V,298620
add(Ljava/lang/Object;)Z,29242
appendDayOfMonth(I)Lorg/joda/time/format/DateTimeFormatterBuilder;,172
withChronology(Lorg/joda/time/Chronology;)Lorg/joda/time/DateTime;,1525584780
getDefault()Lorg/joda/time/DateTimeZone;,3543818887
doExtract(Ljava/sql/ResultSet;Ljava/lang/String;Lorg/hibernate/type/descriptor/WrapperOptions;)Ljava/lang/Object;,5941210257
getZone()Lorg/joda/time/DateTimeZone;,3567872340
computeMillis(ZLjava/lang/CharSequence;)J,136984
setData(Ljava/util/Collection;)V,1190
getOffset(J)I,26475528413
getInstance()Lcom/github/dandelion/datatables/core/extension/AbstractExtension;,22199
createFormatterForStyleIndex(II)Lorg/joda/time/format/DateTimeFormatter;,131
injectIntoMainConfiguration(Lcom/github/dandelion/datatables/core/extension/Extension;)V,5954
processConfiguration(Lcom/github/dandelion/datatables/core/html/HtmlTable;)Ljava/util/Map;,85592
compareTo(Lorg/joda/time/ReadableInstant;)I,14392
generateCacheKey(Ljava/lang/String;Lcom/github/dandelion/core/asset/Asset;)Ljava/lang/String;,41560
afterNullSafeOperation(Lorg/hibernate/engine/spi/SessionImplementor;)V,1586943995
addBundle(Ljava/lang/Enum;)Lcom/github/dandelion/core/web/AssetRequestContext;,113423
process(Lcom/github/dandelion/datatables/core/extension/Extension;)V,96696
next(JII)J,527212725
obtainSaveField()Lorg/joda/time/format/DateTimeParserBucket$SavedField;,2870
isBlank(Ljava/lang/String;)Z,15531
forPattern(Ljava/lang/String;)Lorg/joda/time/format/DateTimeFormatter;,61760
isJstlAvailable()Z,1257
sort([Lorg/joda/time/format/DateTimeParserBucket$SavedField;I)V,15660
withPosition(Lcom/github/dandelion/core/asset/AssetDomPosition;)Lcom/github/dandelion/core/asset/AssetQuery;,90071
generateCallbackConfiguration(Ljava/util/Map;Lcom/github/dandelion/datatables/core/configuration/TableConfiguration;)V,1386
loadAutoConfiguration(Ljava/util/Properties;)V,15496
getHtmlAttributes()Ljava/lang/StringBuilder;,105856
_jspService(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,258505259
bundleToProperties(Ljava/util/ResourceBundle;)Ljava/util/Properties;,16965
addParameter(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Object;Z)Lcom/github/dandelion/core/web/AssetRequestContext;,2988
appendMonthOfYear(I)Lorg/joda/time/format/DateTimeFormatterBuilder;,198
getDayOfMonth(JII)I,86663
getMillis()J,158328912
setupHtmlGeneration()I,8534504
getAssetContent(Ljava/lang/String;)Ljava/lang/String;,15057
printTo(Ljava/lang/Appendable;Lorg/joda/time/ReadableInstant;)V,2588780
